Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
60,Dorsey Levens,GNB,RB,26,16,1,0,0,0,0,0,121,566,4.68,5,33,31,226,7.29,5,2,,10,,,139,170.2,176.2,154.7,12,19,60
61,Jamie Asher,WAS,TE,24,16,12,0,0,0,0,0,0,0,,0,74,42,481,11.45,4,0,,4,,,72,114.1,117.1,93.1,12,7,61
62,Tony McGee,CIN,TE,25,16,16,0,0,0,0,0,0,0,,0,63,38,446,11.74,4,0,,4,,,69,106.6,109.6,87.6,8,8,62
63,Terance Mathis,ATL,WR,29,16,16,0,0,0,0,0,0,0,,0,114,69,771,11.17,7,0,,7,1,,121,190.1,193.1,155.6,6,26,63
64,Charles Johnson,PIT,WR,24,16,12,0,0,0,0,0,0,0,,0,101,60,1008,16.80,3,1,,3,1,,121,180.8,183.8,150.8,6,27,64
65,Ted Popson,SFO,TE,30,15,6,0,0,0,0,0,0,0,,0,35,26,301,11.58,6,0,,6,,,66,92.1,95.1,79.1,5,9,65
66,Raymont Harris,CHI,RB,26,12,10,0,0,0,0,0,194,748,3.86,4,43,32,296,9.25,1,3,2,5,,,130,162.4,170.4,146.4,4,20,66
67,Brian Kinchen,BAL,TE,31,16,16,0,0,0,0,0,0,0,,0,76,55,581,10.56,1,1,,1,,,64,119.1,122.1,91.6,3,10,67
68,Mark Carrier,CAR,WR,31,16,15,0,0,0,0,0,0,0,,0,104,58,808,13.93,6,0,,6,,,117,174.8,177.8,145.8,2,28,68
69,Brad Johnson,MIN,QB,28,12,8,195,311,2258,17,10,34,90,2.65,1,0,0,0,,0,5,1,1,,3,157,157.3,171.3,167.3,2,11,69
70,Bam Morris,BAL,RB,24,11,7,0,0,0,0,0,172,737,4.28,4,31,25,242,9.68,1,0,,5,,,128,152.9,158.9,140.4,1,21,70
71,Chris Jones,PHI,WR,25,16,16,0,0,0,0,0,0,0,,0,114,70,859,12.27,5,1,,5,,,116,185.9,188.9,150.9,1,29,71
72,Pete Mitchell,JAX,TE,25,16,7,0,0,0,0,0,0,0,,0,77,52,575,11.06,1,1,1,1,,,62,113.5,117.5,87.5,1,11,72
73,Edgar Bennett,GNB,RB,27,16,15,0,0,0,0,0,222,899,4.05,2,39,31,176,5.68,1,2,1,3,2,,128,158.5,165.5,143.0,1,22,73
74,Leonard Russell,SDG,RB,27,15,15,0,0,0,0,0,219,713,3.26,7,18,13,180,13.85,0,6,2,7,,,127,140.3,148.3,133.8,1,23,74
75,Harold Morrow,MIN,,23,8,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,3,75
76,Rickey Dudley,OAK,TE,24,16,15,0,0,0,0,0,0,0,,0,70,34,386,11.35,4,1,1,4,,,61,94.6,98.6,77.6,,12,76
77,Cory Schlesinger,DET,,24,16,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,4,77
78,Lou D'Agostino,NYJ,,23,9,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,1,78
79,Gus Frerotte*,WAS,QB,25,16,16,270,470,3453,12,11,28,16,0.57,0,0,0,0,,0,12,5,0,,,156,155.7,174.7,166.7,,12,
80,Dan Marino,MIA,QB,35,13,13,221,373,2795,17,9,11,-3,-0.27,0,0,0,0,,0,4,3,0,,,156,155.5,170.5,164.5,,13,
81,Ty Detmer,PHI,QB,29,13,11,238,401,2911,15,13,31,59,1.90,1,0,0,0,,0,7,4,1,,,154,154.3,174.3,167.3,,14,
82,Stan Humphries,SDG,QB,31,13,13,232,416,2670,18,13,21,28,1.33,0,0,0,0,,0,7,1,0,,,154,153.6,170.6,166.6,,15,
83,Jim Harbaugh,IND,QB,33,14,14,232,405,2630,13,11,48,192,4.00,1,0,0,0,,0,8,4,1,,,152,152.4,173.4,163.4,,16,
84,Troy Aikman*,DAL,QB,30,15,15,296,465,3126,12,13,35,42,1.20,1,0,0,0,,0,6,6,1,,2,149,149.2,171.2,162.2,,17,
85,Jim Kelly,BUF,QB,36,13,13,222,379,2810,14,19,19,66,3.47,2,0,0,0,,0,9,5,2,,1,141,141.0,168.0,160.0,,18,
86,Kerry Collins*,CAR,QB,24,13,12,204,364,2454,14,9,32,38,1.19,0,0,0,0,,0,6,4,0,1,,134,134.0,150.0,143.0,,19,
87,Tony Banks,STL,QB,23,14,13,192,368,2544,15,15,61,212,3.48,0,1,0,0,,0,21,11,0,1,,133,133.0,165.0,148.0,,20,
88,Trent Dilfer,TAM,QB,24,16,16,267,482,2859,12,19,32,124,3.88,0,0,0,0,,0,10,4,0,,1,131,130.8,159.8,149.8,,21,
89,Mike Tomczak,PIT,QB,34,16,15,222,401,2767,15,17,22,-7,-0.32,0,0,0,0,,0,7,6,0,,2,128,128.0,154.0,145.0,,22,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
90,Terry Kirby,SFO,RB,26,14,10,1,2,24,1,0,134,559,4.17,3,69,52,439,8.44,1,1,1,4,,,127,178.8,185.8,152.8,,24,
91,Dave Krieg,CHI,QB,38,13,12,226,377,2278,14,12,16,12,0.75,1,1,1,5,5.00,0,6,2,1,,,127,127.8,144.8,139.3,,23,
92,Lamar Smith,SEA,RB,26,16,2,0,0,0,0,0,153,680,4.44,8,16,9,58,6.44,0,4,1,8,3,,126,134.8,138.8,130.3,,25,
93,Mike Alstott,TAM,RB,23,16,16,0,0,0,0,0,96,377,3.93,3,81,65,557,8.57,3,4,2,6,,,125,190.4,198.4,157.9,,26,
94,Chris Chandler,HOU,QB,31,12,12,184,320,2099,16,11,28,113,4.04,0,0,0,0,,0,8,8,0,,,121,121.3,146.3,132.3,,24,
95,Steve Bono,KAN,QB,34,14,13,235,438,2572,12,13,26,27,1.04,0,0,0,0,,0,5,4,0,,,120,119.6,139.6,132.6,,25,
96,Earnest Byner,BAL,RB,34,16,8,0,0,0,0,0,159,634,3.99,4,44,30,270,9.00,1,1,1,5,,,118,148.4,155.4,133.4,,27,
97,Boomer Esiason,ARI,QB,35,10,8,190,339,2293,11,14,15,52,3.47,1,0,0,0,,0,5,2,1,1,,117,116.9,135.9,130.9,,26,
98,Jeff Graham,NYJ,WR,27,11,9,0,0,0,0,0,0,0,,0,85,50,788,15.76,6,0,,6,,,115,164.8,167.8,139.8,,31,
99,Andre Hastings,PIT,WR,26,16,10,0,0,0,0,0,4,71,17.75,0,115,72,739,10.26,6,3,1,6,,,115,187.0,191.0,151.0,,30,
100,Darnay Scott,CIN,WR,24,16,16,0,0,0,0,0,3,4,1.33,0,115,58,833,14.36,5,0,,5,,,114,171.7,174.7,142.7,,32,
101,Henry Ellard,WAS,WR,35,16,16,0,0,0,0,0,0,0,,0,98,52,1014,19.50,2,0,,2,,,113,165.4,168.4,139.4,,33,
102,Frank Reich,NYJ,QB,35,10,7,175,331,2205,15,16,18,31,1.72,0,0,0,0,,0,9,5,0,,2,113,113.3,137.3,129.3,,27,
103,Jim Everett,NOR,QB,33,15,15,267,464,2797,12,16,22,3,0.14,0,0,0,0,,0,10,8,0,,,112,112.2,139.2,128.2,,28,
104,Chris Sanders,HOU,WR,24,16,15,0,0,0,0,0,0,0,,0,105,48,882,18.38,4,0,,4,,,112,160.2,163.2,136.2,,34,
105,Quinn Early,BUF,WR,31,16,13,0,0,0,0,0,3,39,13.00,0,91,50,798,15.96,4,0,,4,1,,110,159.7,162.7,134.7,,35,
106,Dave Brown,NYG,QB,26,16,16,214,398,2412,12,20,50,170,3.40,0,0,0,0,,0,9,6,0,,,109,109.5,141.5,129.5,,29,
107,Johnnie Morton,DET,WR,25,16,15,0,0,0,0,0,9,35,3.89,0,97,55,714,12.98,6,1,1,6,,,109,163.9,167.9,136.4,,36,
108,Michael Irvin,DAL,WR,30,11,11,0,0,0,0,0,0,0,,0,105,64,962,15.03,2,1,1,2,1,,108,172.2,176.2,140.2,,37,
109,Napoleon Kaufman,OAK,RB,23,16,9,0,0,0,0,0,150,874,5.83,1,26,22,143,6.50,1,3,3,2,,,108,129.7,138.7,118.7,,28,
110,Harold Green,STL,RB,28,16,5,0,0,0,0,0,127,523,4.12,4,58,37,246,6.65,1,2,1,5,1,,107,143.9,150.9,125.4,,29,
111,Don Beebe,GNB,WR,32,16,6,0,0,0,0,0,0,0,,0,76,39,699,17.92,4,1,,6,,,106,144.9,147.9,125.4,,38,
112,Garrison Hearst,CIN,RB,25,16,12,0,0,0,0,0,225,847,3.76,0,22,12,131,10.92,1,1,,1,1,,106,117.8,123.8,111.8,,30,
113,Michael Haynes,NOR,WR,31,16,10,0,0,0,0,0,0,0,,0,87,44,786,17.86,4,1,,4,1,,105,148.6,151.6,126.6,,40,
114,Frank Sanders,ARI,WR,23,16,16,0,0,0,0,0,2,-4,-2.00,0,130,69,813,11.78,4,1,,4,,,105,173.9,176.9,139.4,,39,
115,Kent Graham,ARI,QB,28,10,8,146,274,1624,12,7,21,87,4.14,0,0,0,0,,0,5,3,0,,1,104,103.7,116.7,110.7,,30,
116,Wayne Chrebet,NYJ,WR,23,16,9,0,0,0,0,0,0,0,,0,128,84,909,10.82,3,5,4,3,,,101,184.9,191.9,142.9,,42,
117,Anthony Miller,DEN,WR,31,16,16,0,0,0,0,0,3,39,13.00,1,110,56,735,13.13,3,0,,4,,,101,157.4,160.4,129.4,,41,
118,Greg Hill,KAN,RB,24,15,1,0,0,0,0,0,135,645,4.78,4,5,3,60,20.00,1,1,1,5,,,99,101.5,105.5,100.0,,31,
119,Derrick Fenner,OAK,RB,29,16,11,0,0,0,0,0,67,245,3.66,4,45,31,252,8.13,4,0,,8,,,98,128.7,134.7,113.2,,32,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
120,Kimble Anders*,KAN,RB,30,16,15,0,0,0,0,0,54,201,3.72,2,88,60,529,8.82,2,0,,4,,,97,157.0,163.0,127.0,,34,
121,Darick Holmes,BUF,RB,25,16,1,0,0,0,0,0,189,571,3.02,4,21,16,102,6.38,1,2,1,5,1,,97,113.3,120.3,105.3,,33,
122,Ed McCaffrey,DEN,WR,28,15,15,0,0,0,0,0,0,0,,0,76,48,553,11.52,7,0,,7,,,97,145.3,148.3,121.3,,43,
123,Chris Calloway,NYG,WR,28,16,15,0,0,0,0,0,1,2,2.00,0,109,53,739,13.94,4,1,1,4,,,96,149.1,153.1,122.6,,44,
124,LeShon Johnson,ARI,RB,25,15,8,0,0,0,0,0,141,634,4.50,3,20,15,176,11.73,1,5,5,4,,,95,110.0,121.0,102.5,,35,
125,Shawn Jefferson,NWE,WR,27,15,15,0,0,0,0,0,1,6,6.00,0,92,50,771,15.42,4,2,4,4,,,94,143.7,150.7,118.7,,45,
126,Kordell Stewart,PIT,QB,24,16,2,11,30,100,0,2,39,171,4.38,5,42,17,293,17.24,3,1,1,8,,1,94,111.4,120.4,104.9,,31,
127,Ki-Jana Carter,CIN,RB,23,16,4,0,0,0,0,0,91,264,2.90,8,35,22,169,7.68,1,2,2,9,,,93,115.3,123.3,104.3,,36,
128,Rodney Hampton,NYG,RB,27,15,15,0,0,0,0,0,254,827,3.26,1,22,15,82,5.47,0,3,2,1,,,93,107.9,112.9,100.4,,37,
129,Thomas Lewis,NYG,WR,24,13,11,0,0,0,0,0,0,0,,0,98,53,694,13.09,4,0,,4,,,93,146.4,149.4,119.9,,46,
130,Eric Metcalf,ATL,WR,28,16,11,0,0,0,0,0,3,8,2.67,0,90,54,599,11.09,6,3,2,6,,,93,146.7,151.7,119.7,,47,
131,Lawrence Phillips,STL,RB,21,15,11,0,0,0,0,0,193,632,3.27,4,12,8,28,3.50,1,2,2,5,,,92,100.0,105.0,96.0,,38,
132,Chris Penn,KAN,WR,25,16,16,0,0,0,0,0,0,0,,0,90,49,628,12.82,5,3,2,5,,,89,137.8,142.8,113.3,,48,
133,Robert Smith,MIN,RB,24,8,7,0,0,0,0,0,162,692,4.27,3,14,7,39,5.57,0,2,1,3,,,89,96.1,100.1,92.6,,39,
134,Terrell Fletcher,SDG,RB,23,16,0,0,0,0,0,0,77,282,3.66,0,86,61,476,7.80,2,1,,2,,,88,148.8,154.8,118.3,,40,
135,John Friesz,SEA,QB,29,8,6,120,211,1629,8,4,12,1,0.08,0,0,0,0,,0,7,1,0,,,87,87.3,95.3,91.3,,32,
136,James Jett,OAK,WR,26,16,16,0,0,0,0,0,0,0,,0,84,43,601,13.98,4,0,,4,,,84,127.1,130.1,105.6,,49,
137,Mario Bates,NOR,RB,23,14,10,0,0,0,0,0,164,584,3.56,4,16,13,44,3.38,0,4,2,4,,,83,95.8,100.8,89.3,,41,
138,Willie Davis,HOU,WR,29,16,14,0,0,0,0,0,1,15,15.00,0,71,39,464,11.90,6,1,1,6,,,82,120.9,124.9,101.4,,50,
139,Steve McNair,HOU,QB,23,9,4,88,143,1197,6,4,31,169,5.45,2,0,0,0,,0,7,6,2,,,81,80.8,96.8,84.8,,34,
140,Rick Mirer,SEA,QB,26,11,9,136,265,1546,5,12,33,191,5.79,2,0,0,0,,0,4,4,2,,,81,80.9,102.9,92.9,,33,
141,Willie Green,CAR,WR,30,15,10,0,0,0,0,0,1,1,1.00,0,75,46,614,13.35,3,0,,3,,,80,125.5,128.5,102.5,,51,
142,Sean Dawkins,IND,WR,25,15,14,0,0,0,0,0,0,0,,0,91,54,751,13.91,1,1,1,1,,,79,133.1,137.1,106.1,,52,
143,Ronnie Harmon,HOU,WR,32,16,6,0,0,0,0,0,29,131,4.52,1,59,42,488,11.62,2,0,1,3,,,78,119.9,126.9,98.9,,54,
144,Michael Timpson,CHI,WR,29,15,15,0,0,0,0,0,3,21,7.00,0,109,62,802,12.94,0,2,2,0,,,78,140.3,145.3,109.3,,53,
145,Leroy Hoard,3TM,RB,28,11,7,0,0,0,0,0,125,492,3.94,3,16,11,133,12.09,0,3,2,3,,,77,87.5,95.5,82.0,,43,
146,Errict Rhett,TAM,RB,26,9,7,0,0,0,0,0,176,539,3.06,3,4,4,11,2.75,1,3,1,4,,,77,81.0,85.0,79.0,,42,
147,Andre Rison,2TM,WR,29,15,13,0,0,0,0,0,0,0,,0,90,47,593,12.62,3,1,,3,,,77,124.3,127.3,100.8,,55,
148,Torrance Small,NOR,WR,26,16,13,0,0,0,0,0,4,51,12.75,1,89,50,558,11.16,2,1,1,3,,,77,126.9,130.9,101.9,,56,
149,Elvis Grbac,SFO,QB,26,15,4,122,197,1236,8,10,23,21,0.91,2,0,0,0,,0,0,,2,,,76,75.5,88.5,85.5,,35,
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
150,Charlie Jones,SDG,WR,24,14,4,0,0,0,0,0,0,0,,0,75,41,524,12.78,4,0,,4,,,76,117.4,120.4,96.9,,57,
151,Rashaan Salaam,CHI,RB,22,12,6,0,0,0,0,0,143,496,3.47,3,8,7,44,6.29,1,3,1,4,,,76,83.0,87.0,79.5,,44,
152,Terrell Owens,SFO,WR,23,16,10,0,0,0,0,0,0,0,,0,58,35,520,14.86,4,1,1,4,,,74,109.0,113.0,91.5,,58,
153,Erric Pegram,PIT,RB,27,12,4,0,0,0,0,0,97,509,5.25,1,27,17,112,6.59,0,1,,2,,,74,91.1,97.1,82.6,,45,
154,Leslie Shepherd,WAS,WR,27,12,6,0,0,0,0,0,6,96,16.00,2,45,23,344,14.96,3,0,,5,,,74,97.0,100.0,85.5,,59,
155,Bobby Engram,CHI,WR,23,16,2,0,0,0,0,0,0,0,,0,62,33,389,11.79,6,2,1,6,,,73,105.9,109.9,89.4,,60,
156,Fred Barnett,MIA,WR,30,9,7,0,0,0,0,0,0,0,,0,63,36,562,15.61,3,1,1,3,,,72,108.2,112.2,90.2,,61,
157,Ray Zellars,NOR,RB,23,9,6,0,0,0,0,0,120,475,3.96,4,15,9,45,5.00,0,2,2,4,,,72,81.0,86.0,76.5,,46,
158,Willie Jackson,JAX,WR,25,16,2,0,0,0,0,0,1,2,2.00,0,42,33,486,14.73,3,0,,3,2,,71,103.8,106.8,87.3,,62,
